"","dates","machineID","volt","rotate","pressure","vibration","dates.errors","type1s","type2s","type3s","type4s","type5s","dates.failures","comp1s","comp2s","comp3s","comp4s"
"401","2015-07-17 17:00:00","1","171.7074","299.3516","95.11858","46.11213","2015-07-17 17:00:00","0","0","1","0","0","2015-07-17 17:00:00","0","0","0","0"
"402","2015-07-17 18:00:00","1","197.1344","416.7267","104.81088","41.7271","2015-07-17 18:00:00","0","0","0","0","0","2015-07-17 18:00:00","0","0","0","0"
"403","2015-07-17 19:00:00","1","166.3626","501.1589","96.63268","45.04471","2015-07-17 19:00:00","0","0","0","0","0","2015-07-17 19:00:00","0","0","0","0"
"404","2015-07-17 20:00:00","1","143.1027","377.0132","90.75264","49.82245","2015-07-17 20:00:00","0","0","0","0","0","2015-07-17 20:00:00","0","0","0","0"
"405","2015-07-17 21:00:00","1","155.5719","428.4872","100.78385","35.64014","2015-07-17 21:00:00","0","0","0","0","0","2015-07-17 21:00:00","0","0","0","0"
"406","2015-07-17 22:00:00","1","158.6749","415.3474","86.66251","42.25451","2015-07-17 22:00:00","0","0","0","0","0","2015-07-17 22:00:00","0","0","0","0"
"407","2015-07-17 23:00:00","1","164.1893","423.8571","100.31546","36.63151","2015-07-17 23:00:00","1","0","0","0","0","2015-07-17 23:00:00","0","0","0","0"
"408","2015-07-18 00:00:00","1","161.7758","455.7415","118.08426","52.567","2015-07-18 00:00:00","0","0","0","0","0","2015-07-18 00:00:00","0","0","0","0"
"409","2015-07-18 01:00:00","1","163.671","450.7076","106.59193","40.2086","2015-07-18 01:00:00","0","0","0","0","0","2015-07-18 01:00:00","0","0","0","0"
"410","2015-07-18 02:00:00","1","186.461","476.9055","92.68531","42.88911","2015-07-18 02:00:00","0","1","0","0","0","2015-07-18 02:00:00","0","0","0","0"
"411","2015-07-18 03:00:00","1","185.7322","453.629","97.45033","44.65266","2015-07-18 03:00:00","0","0","0","0","0","2015-07-18 03:00:00","0","0","0","0"
"412","2015-07-18 04:00:00","1","161.5568","444.6476","83.92647","42.52367","2015-07-18 04:00:00","2","0","0","0","0","2015-07-18 04:00:00","0","0","0","0"
"413","2015-07-18 05:00:00","1","174.5756","426.7349","96.12331","43.48961","2015-07-18 05:00:00","0","0","0","0","0","2015-07-18 05:00:00","0","0","0","0"
"414","2015-07-18 06:00:00","1","187.8402","424.9991","116.9383","37.62243","2015-07-18 06:00:00","6","10","10","1","2","2015-07-18 06:00:00","3","3","3","2"
"415","2015-07-18 07:00:00","1","175.0145","527.1877","98.91642","38.38883","2015-07-18 07:00:00","1","0","0","0","0","2015-07-18 07:00:00","0","0","0","0"
"416","2015-07-18 08:00:00","1","170.4248","368.5017","98.87228","36.31145","2015-07-18 08:00:00","0","0","0","0","1","2015-07-18 08:00:00","0","0","0","0"
"417","2015-07-18 09:00:00","1","189.5222","341.7535","105.08369","32.96129","2015-07-18 09:00:00","0","0","0","0","0","2015-07-18 09:00:00","0","0","0","0"
"418","2015-07-18 10:00:00","1","162.5294","452.4813","107.78718","35.76667","2015-07-18 10:00:00","0","0","0","0","0","2015-07-18 10:00:00","0","0","0","0"
"419","2015-07-18 11:00:00","1","161.6094","447.5036","107.58811","35.54523","2015-07-18 11:00:00","0","0","0","0","0","2015-07-18 11:00:00","0","0","0","0"
"420","2015-07-18 12:00:00","1","176.3079","463.2553","98.60256","40.20713","2015-07-18 12:00:00","0","0","0","0","0","2015-07-18 12:00:00","0","0","0","0"
"421","2015-07-18 13:00:00","1","155.2994","492.0886","99.79975","33.22615","2015-07-18 13:00:00","0","0","0","0","0","2015-07-18 13:00:00","0","0","0","0"
"422","2015-07-18 14:00:00","1","167.5762","391.1277","90.91035","40.9554","2015-07-18 14:00:00","0","0","0","0","0","2015-07-18 14:00:00","0","0","0","0"
"423","2015-07-18 15:00:00","1","192.6465","509.7753","92.17385","31.26358","2015-07-18 15:00:00","0","0","0","1","0","2015-07-18 15:00:00","0","0","0","0"
"424","2015-07-18 16:00:00","1","204.8316","492.0246","96.8703","35.14351","2015-07-18 16:00:00","0","0","1","0","0","2015-07-18 16:00:00","0","0","0","0"
"425","2015-07-18 17:00:00","1","171.8454","453.1778","86.30766","48.2401","2015-07-18 17:00:00","0","0","0","0","0","2015-07-18 17:00:00","0","0","0","0"
"426","2015-07-18 18:00:00","1","171.944","460.423","78.75344","46.08101","2015-07-18 18:00:00","0","0","1","0","0","2015-07-18 18:00:00","0","0","0","0"
"427","2015-07-18 19:00:00","1","141.1002","536.8255","101.17984","40.95071","2015-07-18 19:00:00","1","0","0","0","0","2015-07-18 19:00:00","0","0","0","0"
"428","2015-07-18 20:00:00","1","180.23","490.3682","80.48966","28.81119","2015-07-18 20:00:00","0","0","0","0","0","2015-07-18 20:00:00","0","0","0","0"
"429","2015-07-18 21:00:00","1","153.7866","467.8468","81.50184","42.22938","2015-07-18 21:00:00","1","0","0","0","0","2015-07-18 21:00:00","0","0","0","0"
"430","2015-07-18 22:00:00","1","168.4423","544.9165","112.98754","41.53527","2015-07-18 22:00:00","0","0","0","0","0","2015-07-18 22:00:00","0","0","0","0"
"431","2015-07-18 23:00:00","1","176.3554","493.0874","93.29469","37.45567","2015-07-18 23:00:00","0","1","0","0","0","2015-07-18 23:00:00","0","0","0","0"
"432","2015-07-19 00:00:00","1","151.2984","438.1509","100.53355","40.97212","2015-07-19 00:00:00","0","0","0","0","0","2015-07-19 00:00:00","0","0","0","0"
"433","2015-07-19 01:00:00","1","196.5049","464.7717","85.53627","32.06926","2015-07-19 01:00:00","1","0","0","0","0","2015-07-19 01:00:00","0","0","0","0"
"434","2015-07-19 02:00:00","1","176.2677","383.3598","105.39397","44.86218","2015-07-19 02:00:00","1","0","0","0","0","2015-07-19 02:00:00","0","0","0","0"
"435","2015-07-19 03:00:00","1","191.3639","422.7181","104.68243","41.84899","2015-07-19 03:00:00","0","0","0","0","0","2015-07-19 03:00:00","0","0","0","0"
"436","2015-07-19 04:00:00","1","160.7628","437.8118","111.88633","42.0296","2015-07-19 04:00:00","0","0","0","0","0","2015-07-19 04:00:00","0","0","0","0"
"437","2015-07-19 05:00:00","1","158.4546","461.2539","108.68287","48.98444","2015-07-19 05:00:00","0","0","0","0","0","2015-07-19 05:00:00","0","0","0","0"
"438","2015-07-19 06:00:00","1","199.9486","463.1159","100.4559","44.93987","2015-07-19 06:00:00","7","6","6","1","6","2015-07-19 06:00:00","6","10","1","2"
"439","2015-07-19 07:00:00","1","171.9108","491.2398","115.71913","31.84348","2015-07-19 07:00:00","0","0","0","1","0","2015-07-19 07:00:00","0","0","0","0"
"440","2015-07-19 08:00:00","1","175.9432","395.9563","87.27379","39.80042","2015-07-19 08:00:00","0","0","0","0","0","2015-07-19 08:00:00","0","0","0","0"
"441","2015-07-19 09:00:00","1","194.5119","401.5367","90.69098","38.34434","2015-07-19 09:00:00","0","0","0","0","0","2015-07-19 09:00:00","0","0","0","0"
"442","2015-07-19 10:00:00","1","170.0227","498.8081","93.93891","36.59776","2015-07-19 10:00:00","0","0","0","0","1","2015-07-19 10:00:00","0","0","0","0"
"443","2015-07-19 11:00:00","1","175.4907","426.4853","115.71678","37.23934","2015-07-19 11:00:00","0","0","0","0","0","2015-07-19 11:00:00","0","0","0","0"
"444","2015-07-19 12:00:00","1","179.891","413.2217","101.04034","42.54245","2015-07-19 12:00:00","0","0","0","0","0","2015-07-19 12:00:00","0","0","0","0"
"445","2015-07-19 13:00:00","1","151.3305","340.7087","111.8974","50.07093","2015-07-19 13:00:00","0","0","0","0","0","2015-07-19 13:00:00","0","0","0","0"
"446","2015-07-19 14:00:00","1","167.9231","432.8236","107.16055","46.37899","2015-07-19 14:00:00","0","0","0","0","0","2015-07-19 14:00:00","0","0","0","0"
"447","2015-07-19 15:00:00","1","158.814","388.1036","107.70027","42.56222","2015-07-19 15:00:00","0","0","0","0","0","2015-07-19 15:00:00","0","0","0","0"
"448","2015-07-19 16:00:00","1","195.8817","477.883","103.15236","37.53364","2015-07-19 16:00:00","0","0","0","0","0","2015-07-19 16:00:00","0","0","0","0"
"449","2015-07-19 17:00:00","1","164.8578","339.8753","91.4445","54.39411","2015-07-19 17:00:00","1","0","0","0","0","2015-07-19 17:00:00","0","0","0","0"
"450","2015-07-19 18:00:00","1","178.9323","422.686","83.79979","34.73895","2015-07-19 18:00:00","0","0","0","0","0","2015-07-19 18:00:00","0","0","0","0"
"451","2015-07-19 19:00:00","1","169.3717","365.0385","94.61969","46.42937","2015-07-19 19:00:00","0","0","0","0","0","2015-07-19 19:00:00","0","0","0","0"
"452","2015-07-19 20:00:00","1","177.5714","461.0806","92.74048","36.01805","2015-07-19 20:00:00","1","0","0","0","0","2015-07-19 20:00:00","0","0","0","0"
"453","2015-07-19 21:00:00","1","174.1659","419.0598","118.44962","33.66806","2015-07-19 21:00:00","0","1","0","0","0","2015-07-19 21:00:00","0","0","0","0"
"454","2015-07-19 22:00:00","1","177.7878","450.7462","95.64017","40.13738","2015-07-19 22:00:00","0","0","0","0","0","2015-07-19 22:00:00","0","0","0","0"
"455","2015-07-19 23:00:00","1","163.0746","444.0708","97.42921","50.10854","2015-07-19 23:00:00","0","0","0","0","0","2015-07-19 23:00:00","0","0","0","0"
"456","2015-07-20 00:00:00","1","170.4066","475.4212","96.48305","42.98135","2015-07-20 00:00:00","0","0","0","0","0","2015-07-20 00:00:00","0","0","0","0"
"457","2015-07-20 01:00:00","1","156.634","447.3137","106.4955","40.14543","2015-07-20 01:00:00","1","0","0","0","0","2015-07-20 01:00:00","0","0","0","0"
"458","2015-07-20 02:00:00","1","162.8012","543.1121","74.27189","43.79496","2015-07-20 02:00:00","0","0","0","0","0","2015-07-20 02:00:00","0","0","0","0"
"459","2015-07-20 03:00:00","1","183.4928","385.7846","101.07229","45.8026","2015-07-20 03:00:00","0","0","0","0","0","2015-07-20 03:00:00","0","0","0","0"
"460","2015-07-20 04:00:00","1","174.7541","362.653","89.98568","39.11334","2015-07-20 04:00:00","1","0","0","0","0","2015-07-20 04:00:00","0","0","0","0"
"461","2015-07-20 05:00:00","1","169.6296","465.5562","105.97716","38.73027","2015-07-20 05:00:00","0","0","0","0","0","2015-07-20 05:00:00","0","0","0","0"
"462","2015-07-20 06:00:00","1","164.4696","438.2957","104.1346","38.52468","2015-07-20 06:00:00","4","5","5","2","2","2015-07-20 06:00:00","7","6","1","5"
"463","2015-07-20 07:00:00","1","154.4666","470.3127","90.61218","35.79096","2015-07-20 07:00:00","0","0","0","0","0","2015-07-20 07:00:00","0","0","0","0"
"464","2015-07-20 08:00:00","1","187.1354","388.7918","110.26074","48.15929","2015-07-20 08:00:00","0","0","0","0","0","2015-07-20 08:00:00","0","0","0","0"
"465","2015-07-20 09:00:00","1","168.9496","407.1113","99.93999","41.96917","2015-07-20 09:00:00","1","0","0","0","0","2015-07-20 09:00:00","0","0","0","0"
"466","2015-07-20 10:00:00","1","172.2509","460.1992","113.99546","47.86276","2015-07-20 10:00:00","0","0","0","0","0","2015-07-20 10:00:00","0","0","0","0"
"467","2015-07-20 11:00:00","1","193.7931","426.3248","103.46415","33.87602","2015-07-20 11:00:00","0","0","0","0","0","2015-07-20 11:00:00","0","0","0","0"
"468","2015-07-20 12:00:00","1","167.2507","498.0358","86.42884","38.95589","2015-07-20 12:00:00","0","0","1","0","0","2015-07-20 12:00:00","0","0","0","0"
"469","2015-07-20 13:00:00","1","184.1856","450.8168","105.10697","40.49523","2015-07-20 13:00:00","0","0","0","0","0","2015-07-20 13:00:00","0","0","0","0"
"470","2015-07-20 14:00:00","1","142.3004","372.1841","88.54589","41.21686","2015-07-20 14:00:00","0","0","1","0","0","2015-07-20 14:00:00","0","0","0","0"
"471","2015-07-20 15:00:00","1","181.1912","443.3994","108.13265","38.74906","2015-07-20 15:00:00","0","0","0","1","0","2015-07-20 15:00:00","0","0","0","0"
"472","2015-07-20 16:00:00","1","190.2329","425.2332","101.05485","38.10027","2015-07-20 16:00:00","0","0","0","0","0","2015-07-20 16:00:00","0","0","0","0"
"473","2015-07-20 17:00:00","1","164.4306","444.3654","95.77512","40.63478","2015-07-20 17:00:00","0","0","1","0","0","2015-07-20 17:00:00","0","0","0","0"
"474","2015-07-20 18:00:00","1","179.8071","490.0084","99.15008","46.73482","2015-07-20 18:00:00","0","0","0","0","0","2015-07-20 18:00:00","0","0","0","0"
"475","2015-07-20 19:00:00","1","171.2312","391.9623","119.53521","43.12463","2015-07-20 19:00:00","0","0","0","1","0","2015-07-20 19:00:00","0","0","0","0"
"476","2015-07-20 20:00:00","1","168.3505","438.0947","99.26193","39.5144","2015-07-20 20:00:00","0","0","0","0","0","2015-07-20 20:00:00","0","0","0","0"
"477","2015-07-20 21:00:00","1","175.6068","421.6597","111.77341","35.83801","2015-07-20 21:00:00","0","0","0","0","0","2015-07-20 21:00:00","0","0","0","0"
"478","2015-07-20 22:00:00","1","184.4683","430.6662","88.73805","38.89393","2015-07-20 22:00:00","0","0","0","0","0","2015-07-20 22:00:00","0","0","0","0"
"479","2015-07-20 23:00:00","1","181.1702","422.5522","95.29949","42.40326","2015-07-20 23:00:00","0","0","0","0","0","2015-07-20 23:00:00","0","0","0","0"
"480","2015-07-21 00:00:00","1","163.6705","344.6861","107.61894","38.36105","2015-07-21 00:00:00","0","0","0","0","0","2015-07-21 00:00:00","0","0","0","0"
"481","2015-07-21 01:00:00","1","167.9376","506.1681","106.41133","32.74593","2015-07-21 01:00:00","1","0","0","0","0","2015-07-21 01:00:00","0","0","0","0"
"482","2015-07-21 02:00:00","1","143.7289","426.3981","95.70179","40.56066","2015-07-21 02:00:00","0","0","0","0","0","2015-07-21 02:00:00","0","0","0","0"
"483","2015-07-21 03:00:00","1","176.0479","479.9563","106.09961","42.72135","2015-07-21 03:00:00","0","0","0","0","0","2015-07-21 03:00:00","0","0","0","0"
"484","2015-07-21 04:00:00","1","180.2321","383.3963","118.81762","36.79271","2015-07-21 04:00:00","0","0","0","0","0","2015-07-21 04:00:00","0","0","0","0"
"485","2015-07-21 05:00:00","1","164.4118","497.2117","105.04554","40.16485","2015-07-21 05:00:00","0","0","0","0","0","2015-07-21 05:00:00","0","0","0","0"
"486","2015-07-21 06:00:00","1","167.6234","448.61","95.05915","42.007","2015-07-21 06:00:00","3","10","10","5","3","2015-07-21 06:00:00","4","5","2","2"
"487","2015-07-21 07:00:00","1","167.5485","398.9711","100.2043","29.55382","2015-07-21 07:00:00","0","0","0","0","0","2015-07-21 07:00:00","0","0","0","0"
"488","2015-07-21 08:00:00","1","170.6284","465.0468","75.3823","40.13717","2015-07-21 08:00:00","0","0","0","0","0","2015-07-21 08:00:00","0","0","0","0"
"489","2015-07-21 09:00:00","1","172.0966","435.9875","102.18027","44.95737","2015-07-21 09:00:00","0","1","0","0","0","2015-07-21 09:00:00","0","0","0","0"
"490","2015-07-21 10:00:00","1","196.5633","462.364","93.64895","44.61937","2015-07-21 10:00:00","0","0","0","0","0","2015-07-21 10:00:00","0","0","0","0"
"491","2015-07-21 11:00:00","1","203.7502","362.6426","98.66802","43.58394","2015-07-21 11:00:00","1","1","0","0","0","2015-07-21 11:00:00","0","0","0","0"
"492","2015-07-21 12:00:00","1","160.9342","439.8753","102.59678","39.96917","2015-07-21 12:00:00","0","0","0","1","0","2015-07-21 12:00:00","0","0","0","0"
"493","2015-07-21 13:00:00","1","182.836","431.8081","103.50486","38.6739","2015-07-21 13:00:00","0","0","0","0","0","2015-07-21 13:00:00","0","0","0","0"
"494","2015-07-21 14:00:00","1","190.9759","464.5919","102.98479","40.9398","2015-07-21 14:00:00","0","0","1","0","0","2015-07-21 14:00:00","0","0","0","0"
"495","2015-07-21 15:00:00","1","165.1589","406.6041","89.70059","48.41956","2015-07-21 15:00:00","0","0","0","0","0","2015-07-21 15:00:00","0","0","0","0"
"496","2015-07-21 16:00:00","1","189.7223","491.6853","95.96021","46.07477","2015-07-21 16:00:00","0","0","0","0","0","2015-07-21 16:00:00","0","0","0","0"
"497","2015-07-21 17:00:00","1","181.2801","500.7581","88.16783","45.23513","2015-07-21 17:00:00","0","2","0","1","0","2015-07-21 17:00:00","0","0","0","0"
"498","2015-07-21 18:00:00","1","186.8297","383.9049","90.61876","44.53919","2015-07-21 18:00:00","0","0","0","0","0","2015-07-21 18:00:00","0","0","0","0"
"499","2015-07-21 19:00:00","1","202.7861","471.3384","90.51171","42.35018","2015-07-21 19:00:00","0","0","0","0","0","2015-07-21 19:00:00","0","0","0","0"
"500","2015-07-21 20:00:00","1","174.3071","479.7154","95.72132","38.1286","2015-07-21 20:00:00","0","0","0","0","0","2015-07-21 20:00:00","0","0","0","0"
"501","2015-07-21 21:00:00","1","181.6443","473.5222","83.67539","37.06661","2015-07-21 21:00:00","0","0","0","1","0","2015-07-21 21:00:00","0","0","0","0"
"502","2015-07-21 22:00:00","1","181.6","421.1247","109.31596","42.97159","2015-07-21 22:00:00","0","0","0","0","0","2015-07-21 22:00:00","0","0","0","0"
"503","2015-07-21 23:00:00","1","176.8055","537.7331","100.56712","41.29643","2015-07-21 23:00:00","0","0","0","0","0","2015-07-21 23:00:00","0","0","0","0"
"504","2015-07-22 00:00:00","1","154.7891","438.4625","110.33405","40.07701","2015-07-22 00:00:00","0","1","0","0","0","2015-07-22 00:00:00","0","0","0","0"
"505","2015-07-22 01:00:00","1","190.58","482.4324","94.63943","44.02572","2015-07-22 01:00:00","0","0","0","0","0","2015-07-22 01:00:00","0","0","0","0"
"506","2015-07-22 02:00:00","1","183.1369","442.3219","84.96875","30.75254","2015-07-22 02:00:00","0","0","0","0","0","2015-07-22 02:00:00","0","0","0","0"
"507","2015-07-22 03:00:00","1","174.763","407.4217","108.05748","48.18965","2015-07-22 03:00:00","0","0","0","0","0","2015-07-22 03:00:00","0","0","0","0"
"508","2015-07-22 04:00:00","1","200.7426","399.2397","96.26648","34.30606","2015-07-22 04:00:00","0","0","0","0","0","2015-07-22 04:00:00","0","0","0","0"
"509","2015-07-22 05:00:00","1","164.1336","426.1264","95.26431","37.4219","2015-07-22 05:00:00","0","1","0","0","0","2015-07-22 05:00:00","0","0","0","0"
"510","2015-07-22 06:00:00","1","161.3077","452.7526","105.5016","43.5591","2015-07-22 06:00:00","3","9","9","3","4","2015-07-22 06:00:00","3","10","5","3"
"511","2015-07-22 07:00:00","1","176.2479","521.3512","107.78413","34.01491","2015-07-22 07:00:00","0","0","0","0","0","2015-07-22 07:00:00","0","0","0","0"
"512","2015-07-22 08:00:00","1","146.0425","444.7013","98.95231","38.98123","2015-07-22 08:00:00","0","0","0","0","0","2015-07-22 08:00:00","0","0","0","0"
"513","2015-07-22 09:00:00","1","167.4814","494.403","105.71894","46.60998","2015-07-22 09:00:00","0","0","0","0","0","2015-07-22 09:00:00","0","0","0","0"
"514","2015-07-22 10:00:00","1","170.922","388.5937","105.17028","30.40991","2015-07-22 10:00:00","0","0","0","0","0","2015-07-22 10:00:00","0","0","0","0"
"515","2015-07-22 11:00:00","1","191.246","416.0003","100.8155","38.65133","2015-07-22 11:00:00","0","0","1","0","0","2015-07-22 11:00:00","0","0","0","0"
"516","2015-07-22 12:00:00","1","153.6586","374.4094","89.39418","45.75335","2015-07-22 12:00:00","0","0","0","0","0","2015-07-22 12:00:00","0","0","0","0"
"517","2015-07-22 13:00:00","1","170.3394","512.0567","99.76785","35.60301","2015-07-22 13:00:00","0","0","0","0","0","2015-07-22 13:00:00","0","0","0","0"
"518","2015-07-22 14:00:00","1","155.7546","475.0682","99.68794","34.27523","2015-07-22 14:00:00","0","0","0","0","0","2015-07-22 14:00:00","0","0","0","0"
"519","2015-07-22 15:00:00","1","185.1851","389.8054","87.00178","39.43886","2015-07-22 15:00:00","0","0","0","0","0","2015-07-22 15:00:00","0","0","0","0"
"520","2015-07-22 16:00:00","1","176.9483","450.7637","85.30464","39.08773","2015-07-22 16:00:00","0","0","0","0","0","2015-07-22 16:00:00","0","0","0","0"
"521","2015-07-22 17:00:00","1","143.1382","445.7994","94.89336","34.99669","2015-07-22 17:00:00","0","0","0","0","0","2015-07-22 17:00:00","0","0","0","0"
"522","2015-07-22 18:00:00","1","159.5194","443.5958","89.38429","45.32866","2015-07-22 18:00:00","0","0","0","0","0","2015-07-22 18:00:00","0","0","0","0"
"523","2015-07-22 19:00:00","1","189.6477","444.6076","98.88072","42.02949","2015-07-22 19:00:00","0","0","0","0","0","2015-07-22 19:00:00","0","0","0","0"
"524","2015-07-22 20:00:00","1","181.1092","471.9525","98.32087","48.81968","2015-07-22 20:00:00","0","0","0","0","0","2015-07-22 20:00:00","0","0","0","0"
"525","2015-07-22 21:00:00","1","168.8349","425.0892","97.53548","37.69472","2015-07-22 21:00:00","0","1","0","0","0","2015-07-22 21:00:00","0","0","0","0"
"526","2015-07-22 22:00:00","1","175.8054","527.3395","94.12201","35.02876","2015-07-22 22:00:00","0","0","0","0","0","2015-07-22 22:00:00","0","0","0","0"
"527","2015-07-22 23:00:00","1","173.9924","355.2275","100.33743","36.87297","2015-07-22 23:00:00","0","0","0","0","0","2015-07-22 23:00:00","0","0","0","0"
"528","2015-07-23 00:00:00","1","182.4408","476.5218","107.65719","42.2686","2015-07-23 00:00:00","0","0","0","0","0","2015-07-23 00:00:00","0","0","0","0"
"529","2015-07-23 01:00:00","1","180.8086","489.1682","108.08942","38.774","2015-07-23 01:00:00","0","0","0","0","0","2015-07-23 01:00:00","0","0","0","0"
"530","2015-07-23 02:00:00","1","152.8149","443.7145","105.1658","30.25575","2015-07-23 02:00:00","0","0","0","0","0","2015-07-23 02:00:00","0","0","0","0"
"531","2015-07-23 03:00:00","1","184.0584","480.5675","94.38143","35.34102","2015-07-23 03:00:00","0","0","0","0","0","2015-07-23 03:00:00","0","0","0","0"
"532","2015-07-23 04:00:00","1","166.5846","479.7641","106.14927","48.62638","2015-07-23 04:00:00","0","0","0","0","0","2015-07-23 04:00:00","0","0","0","0"
"533","2015-07-23 05:00:00","1","189.4372","415.4867","101.95618","41.07422","2015-07-23 05:00:00","0","0","0","0","0","2015-07-23 05:00:00","0","0","0","0"
"534","2015-07-23 06:00:00","1","173.7712","501.9159","99.06183","35.41891","2015-07-23 06:00:00","3","7","7","4","6","2015-07-23 06:00:00","3","9","3","4"
"535","2015-07-23 07:00:00","1","166.992","513.7764","93.84176","42.04497","2015-07-23 07:00:00","0","0","0","0","0","2015-07-23 07:00:00","0","0","0","0"
"536","2015-07-23 08:00:00","1","152.7496","430.0391","71.92767","46.16798","2015-07-23 08:00:00","0","0","0","0","0","2015-07-23 08:00:00","0","0","0","0"
"537","2015-07-23 09:00:00","1","167.1898","445.6049","105.59501","39.30091","2015-07-23 09:00:00","0","0","0","0","0","2015-07-23 09:00:00","0","0","0","0"
"538","2015-07-23 10:00:00","1","171.8194","497.1437","102.35344","49.7385","2015-07-23 10:00:00","0","0","0","0","0","2015-07-23 10:00:00","0","0","0","0"
"539","2015-07-23 11:00:00","1","173.988","429.1941","99.23606","44.07742","2015-07-23 11:00:00","0","0","1","1","0","2015-07-23 11:00:00","0","0","0","0"
"540","2015-07-23 12:00:00","1","177.4672","483.2517","88.45934","40.07179","2015-07-23 12:00:00","0","0","0","1","0","2015-07-23 12:00:00","0","0","0","0"
"541","2015-07-23 13:00:00","1","171.4169","488.4754","110.40906","37.39116","2015-07-23 13:00:00","0","0","0","0","0","2015-07-23 13:00:00","0","0","0","0"
"542","2015-07-23 14:00:00","1","181.9557","404.3227","91.19585","35.11344","2015-07-23 14:00:00","0","0","0","0","0","2015-07-23 14:00:00","0","0","0","0"
"543","2015-07-23 15:00:00","1","187.8834","419.376","105.77841","45.84038","2015-07-23 15:00:00","0","0","0","0","0","2015-07-23 15:00:00","0","0","0","0"
"544","2015-07-23 16:00:00","1","166.7313","477.8919","95.96711","42.72665","2015-07-23 16:00:00","0","0","0","0","0","2015-07-23 16:00:00","0","0","0","0"
"545","2015-07-23 17:00:00","1","177.4539","446.5503","91.64943","29.76282","2015-07-23 17:00:00","0","1","0","0","0","2015-07-23 17:00:00","0","0","0","0"
"546","2015-07-23 18:00:00","1","176.1053","447.4178","98.05202","40.31461","2015-07-23 18:00:00","0","0","0","0","0","2015-07-23 18:00:00","0","0","0","0"
"547","2015-07-23 19:00:00","1","159.3824","489.3412","110.36746","46.41218","2015-07-23 19:00:00","0","0","0","0","0","2015-07-23 19:00:00","0","0","0","0"
"548","2015-07-23 20:00:00","1","171.2994","467.2521","106.18569","48.40987","2015-07-23 20:00:00","0","0","0","0","0","2015-07-23 20:00:00","0","0","0","0"
"549","2015-07-23 21:00:00","1","167.1109","476.0879","92.88093","39.97567","2015-07-23 21:00:00","0","1","0","0","0","2015-07-23 21:00:00","0","0","0","0"
"550","2015-07-23 22:00:00","1","188.0601","368.821","97.766","33.69053","2015-07-23 22:00:00","0","0","0","0","0","2015-07-23 22:00:00","0","0","0","0"
"551","2015-07-23 23:00:00","1","168.5395","442.3607","104.10173","31.85149","2015-07-23 23:00:00","0","0","0","0","0","2015-07-23 23:00:00","0","0","0","0"
"552","2015-07-24 00:00:00","1","174.3283","445.1319","100.10673","35.45744","2015-07-24 00:00:00","0","0","0","0","0","2015-07-24 00:00:00","0","0","0","0"
"553","2015-07-24 01:00:00","1","176.6805","479.3122","92.43147","45.72234","2015-07-24 01:00:00","0","0","0","0","0","2015-07-24 01:00:00","0","0","0","0"
"554","2015-07-24 02:00:00","1","186.4435","421.6793","94.31833","33.70898","2015-07-24 02:00:00","0","0","0","1","0","2015-07-24 02:00:00","0","0","0","0"
"555","2015-07-24 03:00:00","1","192.7906","462.6754","86.01563","41.72366","2015-07-24 03:00:00","0","1","0","0","0","2015-07-24 03:00:00","0","0","0","0"
"556","2015-07-24 04:00:00","1","134.3306","447.2623","89.37821","39.20147","2015-07-24 04:00:00","0","0","0","0","0","2015-07-24 04:00:00","0","0","0","0"
"557","2015-07-24 05:00:00","1","166.6515","376.6612","114.50693","42.45273","2015-07-24 05:00:00","0","0","0","0","0","2015-07-24 05:00:00","0","0","0","0"
"558","2015-07-24 06:00:00","1","168.6896","475.364","92.96248","37.4841","2015-07-24 06:00:00","6","11","11","2","1","2015-07-24 06:00:00","3","7","4","6"
"559","2015-07-24 07:00:00","1","154.0053","465.4776","86.78697","40.91154","2015-07-24 07:00:00","1","0","0","0","0","2015-07-24 07:00:00","0","0","0","0"
"560","2015-07-24 08:00:00","1","183.267","434.0803","90.88138","38.09427","2015-07-24 08:00:00","0","0","0","0","0","2015-07-24 08:00:00","0","0","0","0"
"561","2015-07-24 09:00:00","1","178.8044","586.8394","93.91425","39.09537","2015-07-24 09:00:00","0","0","0","0","0","2015-07-24 09:00:00","0","0","0","0"
"562","2015-07-24 10:00:00","1","153.05","453.918","82.80926","38.75426","2015-07-24 10:00:00","0","0","0","0","0","2015-07-24 10:00:00","0","0","0","0"
"563","2015-07-24 11:00:00","1","157.7266","519.9992","86.39529","43.33599","2015-07-24 11:00:00","0","0","1","0","0","2015-07-24 11:00:00","0","0","0","0"
"564","2015-07-24 12:00:00","1","171.2909","412.589","100.4245","39.17937","2015-07-24 12:00:00","0","0","0","1","0","2015-07-24 12:00:00","0","0","0","0"
"565","2015-07-24 13:00:00","1","153.0078","461.7621","82.09247","42.79396","2015-07-24 13:00:00","0","0","0","0","0","2015-07-24 13:00:00","0","0","0","0"
"566","2015-07-24 14:00:00","1","176.2062","437.5993","93.03519","42.4069","2015-07-24 14:00:00","0","0","0","0","0","2015-07-24 14:00:00","0","0","0","0"
"567","2015-07-24 15:00:00","1","149.6871","440.6995","109.11797","39.67349","2015-07-24 15:00:00","0","1","0","0","0","2015-07-24 15:00:00","0","0","0","0"
"568","2015-07-24 16:00:00","1","162.9068","466.0473","120.03152","39.2409","2015-07-24 16:00:00","0","0","0","0","0","2015-07-24 16:00:00","0","0","0","0"
